svm_linear,0.59,0.59
svm_polynomial,0.6833333333333333,0.725
svm_rbf,0.9366666666666666,0.965
logistic,0.59,0.59
knn,0.9133333333333333,0.915
decision_tree,0.9733333333333334,0.975
random_forest,0.9733333333333334,0.905
