0.001,100,0.10439167962663132,0.012028187993777632,0.008678100009768132
0.005,100,0.43225726708025014,0.04573319970802046,0.029834113231822487
0.01,100,0.6951206934840982,0.06860855418113967,0.038780039563814005
0.05,100,1.089969183119605,0.11200686865659007,0.017997804355818416
0.1,100,1.0964316878594287,0.124362074349914,0.005657641165431584
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921738
1,100,1.096460811392405,0.1286172323233758,0.0014024838965557309
5,100,-1.0589653665600437e+72,-1.8572347806572219e+87,-1.8572347806572219e+87
10,100,-1.1911370000775256e+105,-1.3061206571859543e+120,-1.3061206571859546e+120
0.1010101,100,1.0964347813804418,0.1244783072542911,0.005541408395653161
